bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,price_per_sqft,total_rooms,price
0.625,0.5714285714285714,0.5989583333333334,0.40126007023342286,0.4,0.0,0.0,0.42857142857142855,0.6676342525399129,0.0,1.0,0.0,0.20757355958433954,0.6037735849056604,625000.0
0.625,0.5714285714285714,0.8098958333333334,1.0,0.2,0.0,0.0,0.42857142857142855,0.5166908563134979,0.8721311475409836,0.6929824561403509,1.0,0.09827182079018516,0.6037735849056604,400000.0
0.375,0.5714285714285714,0.7083333333333334,1.0,0.4,0.0,0.0,0.42857142857142855,0.7895500725689405,0.0,0.8333333333333334,0.0,0.17303722299626398,0.4528301886792453,604000.0
0.125,0.0,0.07291666666666667,0.2175170419334848,0.0,0.0,0.0,0.7142857142857143,0.08127721335268505,0.0,0.38596491228070173,0.0,0.5296464754273328,0.07547169811320754,440000.0
0.375,0.7619047619047619,0.3463541666666667,0.9981408799834744,0.0,0.0,0.0,0.7142857142857143,0.16545718432510886,0.49836065573770494,0.8070175438596491,0.0,0.14245846641373808,0.5283018867924528,287200.0
0.375,0.38095238095238093,0.375,0.6435653790539145,0.0,0.0,0.0,1.0,0.32801161103047893,0.20327868852459016,0.5,0.0,0.19186173344561547,0.37735849056603776,403000.0
0.375,0.5714285714285714,0.4869791666666667,0.30530882049163394,0.0,0.0,0.0,0.7142857142857143,0.26705370101596515,0.6229508196721312,0.4824561403508772,0.9975173783515392,0.2979825707483235,0.4528301886792453,750000.0
0.375,0.47619047619047616,0.2760416666666667,0.8044309027060524,0.0,0.0,0.0,0.7142857142857143,0.3076923076923077,0.0,0.6842105263157895,0.9930486593843099,0.1981518459404649,0.41509433962264153,335000.0
0.625,0.38095238095238093,0.25,0.41246643255525717,0.0,0.0,0.0,0.7142857142857143,0.27866473149492016,0.0,0.6491228070175439,0.0,0.16249914386233985,0.5283018867924528,260000.0
0.125,0.0,0.0859375,0.2858913447634786,0.0,0.0,0.0,0.7142857142857143,0.09579100145137881,0.0,0.43859649122807015,0.9846077457795432,0.34617416694596914,0.07547169811320754,308500.0
0.375,0.5714285714285714,0.3255208333333333,0.11552365213798801,0.4,0.0,0.0,0.42857142857142855,0.36284470246734396,0.0,0.7894736842105263,0.9975173783515392,0.23398537795479313,0.4528301886792453,439950.0
0.125,0.0,0.1796875,0.45248915513323695,0.0,0.0,0.0,0.14285714285714285,0.20029027576197386,0.0,0.4298245614035088,0.0,0.18068288854109657,0.07547169811320754,235000.0
0.375,0.0,0.16666666666666666,0.4411278661433588,0.0,0.0,0.0,0.42857142857142855,0.18577648766328012,0.0,0.5964912280701754,0.9915590863952334,0.2565369422807356,0.22641509433962265,315000.0
0.375,0.47619047619047616,0.3776041666666667,1.0,0.4,0.0,0.0,0.7142857142857143,0.420899854862119,0.0,0.6754385964912281,0.0,0.20801494400595943,0.41509433962264153,437500.0
0.375,0.5714285714285714,0.3671875,0.507229911175377,0.4,0.0,0.0,0.42857142857142855,0.409288824383164,0.0,0.8421052631578947,0.0,0.19728340218853443,0.4528301886792453,407500.0
0.375,0.5714285714285714,0.1953125,0.027990084693245196,0.8,0.0,0.0,0.42857142857142855,0.21770682148040638,0.0,0.8859649122807017,0.0,0.3344078796442624,0.4528301886792453,445700.0
0.625,0.5714285714285714,0.7265625,1.0,0.4,0.0,0.0,0.42857142857142855,0.8098693759071117,0.0,0.8859649122807017,0.0,0.2385098176521541,0.6037735849056604,838000.0
0.625,0.6666666666666666,0.5703125,1.0,0.4,0.0,0.0,0.42857142857142855,0.6357039187227866,0.0,0.8771929824561403,0.0,0.21820681975887588,0.6415094339622641,630000.0
0.375,0.2857142857142857,0.6223958333333334,1.0,0.2,0.0,0.0,0.42857142857142855,0.6937590711175616,0.0,0.6929824561403509,1.0,0.1755713688749508,0.33962264150943394,550000.0
0.375,0.38095238095238093,0.5703125,0.19944226399504233,0.2,0.0,0.0,0.7142857142857143,0.39477503628447025,0.5442622950819672,0.2543859649122807,0.0,0.2815443441539717,0.37735849056603776,805000.0
0.375,0.2857142857142857,0.3333333333333333,1.0,0.0,0.0,0.0,0.42857142857142855,0.37155297532656023,0.0,0.5964912280701754,0.9915590863952334,0.14494440582682153,0.33962264150943394,284000.0
0.875,0.5714285714285714,0.4401041666666667,0.4656579219169593,0.0,0.0,0.0,0.42857142857142855,0.2728592162554427,0.4918032786885246,0.6666666666666666,0.0,0.19878385817320463,0.7547169811320755,470000.0
0.625,0.19047619047619047,0.3645833333333333,0.48347448874199545,0.0,0.0,0.0,0.7142857142857143,0.15965166908563136,0.5573770491803278,0.47368421052631576,0.9826216484607746,0.20985606877464152,0.4528301886792453,430000.0
0.625,0.2857142857142857,0.4348958333333333,1.0,0.0,0.0,0.0,0.42857142857142855,0.4847605224963715,0.0,0.5964912280701754,0.9915590863952334,0.21031793071256175,0.49056603773584906,491500.0
0.875,0.8571428571428571,0.8177083333333334,0.5865007229911176,0.4,0.0,0.0,0.42857142857142855,0.9114658925979681,0.0,0.9298245614035088,0.0,0.2005603229153086,0.8679245283018868,785000.0
0.375,0.8571428571428571,0.20833333333333334,0.03558149142739103,0.4,0.0,0.0,0.42857142857142855,0.1509433962264151,0.18360655737704917,0.9473684210526315,0.0,0.2762662171210471,0.5660377358490566,385000.0
0.125,0.5714285714285714,0.2890625,0.03769882255732287,0.4,0.0,0.0,0.42857142857142855,0.22060957910014514,0.22950819672131148,0.956140350877193,0.0,0.1677033318582114,0.3018867924528302,295000.0
0.625,0.5714285714285714,0.7265625,0.30272670935757073,0.4,0.0,0.0,0.42857142857142855,0.8098693759071117,0.0,0.9824561403508771,0.9493545183714002,0.15465060732098299,0.6037735849056604,555000.0
0.375,0.5714285714285714,0.5625,0.25309853336087584,0.4,0.0,0.0,0.42857142857142855,0.6269956458635704,0.0,0.9912280701754386,0.9548162859980139,0.15853894188112655,0.4528301886792453,459990.0
0.625,0.8571428571428571,0.5755208333333334,1.0,0.0,0.0,0.0,0.42857142857142855,0.3018867924528302,0.7672131147540984,0.9385964912280702,0.0,0.2147399934628387,0.7169811320754716,625000.0
0.375,0.5714285714285714,0.5260416666666666,0.22784548646973765,0.4,0.0,0.0,0.42857142857142855,0.5863570391872278,0.0,0.9298245614035088,0.0,0.1060374177255363,0.4528301886792453,300000.0
0.625,0.6666666666666666,0.625,0.3081491427391035,0.4,0.0,0.0,0.42857142857142855,0.6966618287373004,0.0,0.9824561403508771,0.9493545183714002,0.20012897644571595,0.6415094339622641,625000.0
0.125,0.0,0.09895833333333333,0.22526337533567445,0.0,0.0,0.0,0.42857142857142855,0.11030478955007257,0.0,0.38596491228070173,0.0,0.5928553140585783,0.07547169811320754,553000.0
0.375,0.5714285714285714,0.2942708333333333,0.6928320594918406,0.0,0.0,0.0,0.7142857142857143,0.17706821480406387,0.34098360655737703,0.7543859649122807,0.0,0.2160077847820249,0.4528301886792453,379880.0
0.375,0.0,0.12760416666666666,0.48063416649452595,0.0,0.0,0.0,0.7142857142857143,0.14223512336719885,0.0,0.6403508771929824,0.0,0.29123758338954364,0.22641509433962265,310000.0
0.125,0.5714285714285714,0.5625,0.3487915719892584,0.0,0.0,0.0,0.42857142857142855,0.6269956458635704,0.0,0.9122807017543859,0.9945382323733863,0.27382634944356715,0.3018867924528302,775000.0
0.375,0.5714285714285714,0.4375,0.3466225986366453,0.0,0.0,0.0,1.0,0.3047895500725689,0.4131147540983607,0.7719298245614035,0.0,0.1529198157168141,0.4528301886792453,365000.0
0.625,0.5714285714285714,0.5234375,0.48001445982235075,0.4,0.0,0.0,0.42857142857142855,0.432510885341074,0.34098360655737703,0.7894736842105263,0.9975173783515392,0.11888163642935998,0.6037735849056604,331950.0
0.375,0.5714285714285714,0.6067708333333334,0.3352613096467672,0.4,0.0,0.0,0.42857142857142855,0.42670537010159654,0.5639344262295082,0.7017543859649122,0.0,0.25983306624277863,0.4528301886792453,783500.0
0.625,0.38095238095238093,0.4583333333333333,0.2774220202437513,0.0,0.0,0.0,0.42857142857142855,0.1799709724238026,0.7475409836065574,0.0,0.9955312810327706,0.26034929087769804,0.5283018867924528,628000.0
0.375,0.5714285714285714,0.359375,0.41861185705432763,0.4,0.0,0.0,0.42857142857142855,0.4005805515239477,0.0,0.7631578947368421,0.9930486593843099,0.27927752749141044,0.4528301886792453,560000.0
0.375,0.0,0.2109375,1.0,0.0,0.0,0.0,0.42857142857142855,0.2351233671988389,0.0,0.24561403508771928,0.9702085402184707,0.6539091196900808,0.22641509433962265,900000.0
0.125,0.7619047619047619,0.1953125,0.027731873579838875,0.4,0.0,0.0,0.42857142857142855,0.17126269956458637,0.10491803278688525,0.8771929824561403,0.0,0.4002854596296101,0.37735849056603776,531000.0
0.625,0.7619047619047619,0.4296875,0.17362115265441025,0.4,0.0,0.0,0.7142857142857143,0.3164005805515239,0.36721311475409835,0.7192982456140351,0.9985104270109235,0.3657986794362011,0.6792452830188679,831000.0
0.625,0.5714285714285714,0.5755208333333334,0.4979859533154307,0.4,0.0,0.0,0.42857142857142855,0.6415094339622641,0.0,0.8421052631578947,0.0,0.27042796232136307,0.6037735849056604,780000.0
0.625,0.5714285714285714,0.4166666666666667,0.4939062177236108,0.0,0.0,0.0,0.7142857142857143,0.3193033381712627,0.32786885245901637,0.5263157894736842,0.993545183714002,0.3394956181591342,0.6037735849056604,755000.0
0.375,0.5714285714285714,0.5130208333333334,0.19133443503408387,0.4,0.0,0.0,0.42857142857142855,0.5718432510885341,0.0,0.9035087719298246,0.0,0.26804539163973784,0.4528301886792453,705380.0
0.625,0.47619047619047616,0.3828125,0.365317083247263,0.0,0.0,0.0,0.42857142857142855,0.20029027576197386,0.5114754098360655,0.6403508771929824,0.9995034756703078,0.2992261076046285,0.5660377358490566,627000.0
0.625,0.7619047619047619,0.8255208333333334,0.4778971286924189,0.4,0.0,0.0,0.42857142857142855,0.9201741654571843,0.0,0.8596491228070176,0.9960278053624627,0.2201145469744928,0.6792452830188679,865000.0
0.125,0.0,0.5260416666666666,0.3285478206982029,0.0,0.0,0.0,1.0,0.23222060957910015,0.8,0.3684210526315789,0.0,0.21416005779527472,0.07547169811320754,580000.0
0.375,0.47619047619047616,0.3333333333333333,1.0,0.0,0.0,0.0,0.7142857142857143,0.24383164005805516,0.28852459016393445,0.6842105263157895,0.9930486593843099,0.21360228227110542,0.41509433962264153,410000.0
0.625,0.7619047619047619,0.4739583333333333,0.3310266473869035,0.0,0.0,0.0,0.7142857142857143,0.23802612481857766,0.6557377049180327,0.6929824561403509,0.0,0.19348275803834825,0.6792452830188679,485000.0
0.125,0.2857142857142857,0.4140625,0.45863457963230736,0.0,0.0,0.0,0.14285714285714285,0.46153846153846156,0.0,0.42105263157894735,0.0,0.17613046299755697,0.18867924528301888,400000.0
0.125,0.0,0.16145833333333334,0.24592026440818013,0.0,0.0,0.0,1.0,0.1799709724238026,0.0,0.07017543859649122,0.0,0.4625372728878072,0.07547169811320754,549000.0
0.375,0.2857142857142857,0.25,0.07989051848791572,0.6,0.0,0.0,0.42857142857142855,0.27866473149492016,0.0,0.9210526315789473,0.0,0.40107863729807536,0.33962264150943394,620000.0
0.125,0.7619047619047619,0.23177083333333334,0.03108861805412105,0.4,0.0,0.0,0.42857142857142855,0.1799709724238026,0.17704918032786884,0.9298245614035088,0.0,0.27191858056809093,0.37735849056603776,405000.0
0.125,0.0,0.17708333333333334,0.3834435034083867,0.0,0.0,0.0,0.7142857142857143,0.19738751814223512,0.0,0.5087719298245614,0.9791459781529295,0.17981824783026734,0.07547169811320754,232000.0
0.875,0.5714285714285714,0.6927083333333334,0.6800247882668871,0.4,0.0,0.0,0.7142857142857143,0.772133526850508,0.0,0.7894736842105263,0.0,0.2372077197012562,0.7547169811320755,800866.0
0.375,0.19047619047619047,0.4270833333333333,0.4318322660607313,0.0,0.0,0.0,0.7142857142857143,0.25544267053701014,0.49836065573770494,0.4298245614035088,0.9856007944389275,0.2853479468094444,0.3018867924528302,650000.0
1.0,0.2857142857142857,0.625,0.22526337533567445,0.6,0.0,0.0,0.7142857142857143,0.6560232220609579,0.09180327868852459,0.07017543859649122,0.0,0.2666370955062258,0.7169811320754716,823000.0
0.375,0.38095238095238093,0.4765625,0.2614129312125594,0.2,0.0,0.0,0.7142857142857143,0.37445573294629897,0.3540983606557377,0.34210526315789475,0.9875868917576961,0.3115690259310512,0.37735849056603776,770000.0
0.375,0.2857142857142857,0.2708333333333333,0.25211733112993184,0.0,0.0,0.0,0.7142857142857143,0.07547169811320754,0.5114754098360655,0.38596491228070173,0.0,0.31964894124792975,0.33962264150943394,524000.0
0.875,0.6666666666666666,0.578125,0.4021896302416856,0.0,0.0,0.0,0.7142857142857143,0.2467343976777939,0.898360655737705,0.5263157894736842,0.993545183714002,0.18389607704035318,0.7924528301886793,541125.0
0.375,0.5714285714285714,0.3020833333333333,0.07033670729188184,0.8,0.0,0.0,0.42857142857142855,0.3367198838896952,0.0,0.07894736842105263,0.9920556107249255,0.3813548035153591,0.4528301886792453,670000.0
0.875,0.5714285714285714,0.6692708333333334,0.6254906011154721,0.0,0.0,0.0,0.42857142857142855,0.3570391872278665,0.8786885245901639,0.5964912280701754,0.9915590863952334,0.11236656616401523,0.7547169811320755,384900.0
0.375,0.47619047619047616,0.23177083333333334,0.03583970254079736,0.8,0.0,0.0,0.42857142857142855,0.25834542815674894,0.0,0.9210526315789473,0.0,0.2726837646014112,0.41509433962264153,406100.0
0.875,0.9523809523809523,0.9088541666666666,0.4065275769469118,0.4,0.0,0.0,1.0,0.6763425253991292,0.760655737704918,0.6228070175438597,0.0,0.272232943964233,0.9056603773584906,1153093.75
0.625,0.5714285714285714,0.6927083333333334,1.0,0.4,0.0,0.0,0.42857142857142855,0.772133526850508,0.0,0.8771929824561403,0.0,0.21735492151970734,0.6037735849056604,736500.0
0.375,0.47619047619047616,0.3880208333333333,0.27690559801693865,0.0,0.0,0.0,0.42857142857142855,0.2351233671988389,0.4459016393442623,0.6578947368421053,0.0,0.26833664716923744,0.41509433962264153,570000.0
0.375,0.2857142857142857,0.2109375,0.35436893203883496,0.0,0.0,0.0,0.42857142857142855,0.2351233671988389,0.0,0.5350877192982456,0.9950347567030785,0.5705757143388017,0.33962264150943394,787000.0
0.625,0.5714285714285714,0.4817708333333333,0.30272670935757073,0.4,0.0,0.0,0.42857142857142855,0.5370101596516691,0.0,0.8596491228070176,0.9960278053624627,0.12593485112715846,0.6037735849056604,328000.0
0.875,0.38095238095238093,0.34375,0.44422639950423465,0.0,0.0,0.0,0.7142857142857143,0.2960812772133527,0.19672131147540983,0.3684210526315789,0.9721946375372393,0.22207198235006728,0.6792452830188679,435000.0
0.625,0.5714285714285714,0.6223958333333334,0.3016422226812642,0.4,0.0,0.0,0.42857142857142855,0.6937590711175616,0.0,0.9298245614035088,0.0,0.15838162072247913,0.6037735849056604,499000.0
0.625,0.0,0.4036458333333333,0.35535013426977896,0.0,0.0,0.0,0.42857142857142855,0.18577648766328012,0.5967213114754099,0.5526315789473685,0.997020854021847,0.22758024883498654,0.37735849056603776,501000.0
0.625,0.5714285714285714,0.9947916666666666,1.0,0.6,0.0,0.0,0.42857142857142855,1.0,0.0,0.8070175438596491,0.0,0.23652841832319788,0.6037735849056604,1090000.0
0.125,0.0,0.08333333333333333,0.2516009089031192,0.0,0.0,0.0,0.42857142857142855,0.09288824383164006,0.0,0.4824561403508772,0.9955312810327706,0.4572521159112512,0.07547169811320754,400000.0
0.625,0.19047619047619047,0.1875,0.46281759966948977,0.0,0.0,0.0,0.42857142857142855,0.20899854862119013,0.0,0.6228070175438597,0.0,0.16420939112711214,0.4528301886792453,220000.0
0.625,0.0,0.2265625,0.18601528609791365,0.0,0.0,0.0,0.42857142857142855,0.15384615384615385,0.22295081967213115,0.21052631578947367,0.9985104270109235,0.4538617279441254,0.37735849056603776,657100.0
0.625,0.6666666666666666,0.4661458333333333,0.22526337533567445,0.4,0.0,0.0,0.42857142857142855,0.5195936139332366,0.0,0.9298245614035088,0.0,0.12179661013013503,0.6415094339622641,309950.0
0.375,0.38095238095238093,0.13802083333333334,0.4871927287750465,0.0,0.0,0.0,0.42857142857142855,0.15384615384615385,0.0,0.7543859649122807,0.0,0.27042796232136307,0.37735849056603776,300000.0
0.875,0.2857142857142857,0.5286458333333334,1.0,0.0,0.0,0.0,1.0,0.37445573294629897,0.4852459016393443,0.5263157894736842,0.0,0.19246822116639958,0.6415094339622641,525888.0
0.625,0.2857142857142857,0.3880208333333333,0.15296426358190457,0.2,0.0,0.0,0.42857142857142855,0.432510885341074,0.0,0.017543859649122806,0.0,0.3512921482035534,0.49056603773584906,740000.0
0.875,0.0,0.15625,0.43296839495971906,0.2,0.0,0.0,0.7142857142857143,0.1741654571843251,0.0,0.543859649122807,0.0,0.28794272672041504,0.5283018867924528,340000.0
0.375,0.5714285714285714,0.4453125,0.17362115265441025,0.4,0.0,0.0,0.42857142857142855,0.49637155297532654,0.0,0.47368421052631576,0.9955312810327706,0.1655750005602221,0.4528301886792453,398750.0
0.125,0.0,0.07552083333333333,0.3367072918818426,0.0,0.0,0.0,1.0,0.0841799709724238,0.0,0.38596491228070173,0.0,0.23963657404451114,0.07547169811320754,206000.0
0.875,0.6666666666666666,0.6953125,0.8408386696963437,0.0,0.0,0.0,0.42857142857142855,0.33962264150943394,0.9836065573770492,0.6666666666666666,0.0,0.30688502677581614,0.7924528301886793,1030000.0
0.375,0.2857142857142857,0.2994791666666667,1.0,0.0,0.0,0.0,0.7142857142857143,0.33381712626995647,0.0,0.6666666666666666,0.9890764647467726,0.3425845964923079,0.33962264150943394,600000.0
0.625,0.2857142857142857,0.3776041666666667,0.45192109068374303,0.0,0.0,0.0,1.0,0.1799709724238026,0.5442622950819672,0.5263157894736842,0.0,0.1793618563383123,0.49056603773584906,379950.0
0.375,0.0,0.2421875,0.27690559801693865,0.0,0.0,0.0,0.7142857142857143,0.26995645863570394,0.0,0.4649122807017544,0.9846077457795432,0.18432779636519567,0.22641509433962265,287000.0
1.0,1.0,1.0,1.0,0.8,0.0,0.0,0.42857142857142855,1.0,1.0,0.868421052631579,0.0,0.2495920209803578,1.0,1153093.75
0.375,0.5714285714285714,0.3541666666666667,0.37182400330510224,0.4,0.0,0.0,0.42857142857142855,0.39477503628447025,0.0,0.8245614035087719,0.0,0.15189772588718278,0.4528301886792453,309950.0
0.375,0.2857142857142857,0.3541666666666667,0.29549679818219377,0.0,0.0,0.0,0.7142857142857143,0.1509433962264151,0.5508196721311476,0.39473684210526316,0.0,0.30322156374937537,0.33962264150943394,600000.0
0.375,0.38095238095238093,0.23177083333333334,0.27845486469737657,0.2,0.0,0.0,0.7142857142857143,0.25834542815674894,0.0,0.2631578947368421,0.0,0.28096166459823974,0.37735849056603776,418000.0
0.625,0.38095238095238093,0.25,0.16556496591613304,0.2,0.0,0.0,1.0,0.27866473149492016,0.0,0.24561403508771928,0.9781529294935452,0.2879190581198758,0.5283018867924528,449250.0
0.125,0.0,0.16145833333333334,0.2381739310059905,0.2,0.0,0.0,0.7142857142857143,0.1799709724238026,0.0,0.4298245614035088,0.9856007944389275,0.2740722624226395,0.07547169811320754,329950.0
0.375,0.2857142857142857,0.3645833333333333,0.4476347862011981,0.0,0.0,0.0,0.42857142857142855,0.13933236574746008,0.6032786885245902,0.7368421052631579,0.0,0.11534931920475672,0.33962264150943394,245000.0
0.625,0.5714285714285714,0.6223958333333334,0.2943606692832059,0.4,0.0,0.0,0.42857142857142855,0.6937590711175616,0.0,0.9473684210526315,0.0,0.1752343149896082,0.6037735849056604,549000.0
0.375,0.5714285714285714,0.7083333333333334,0.3728052055360463,0.4,0.0,0.0,0.42857142857142855,0.7895500725689405,0.0,0.8245614035087719,0.0,0.23237119029379324,0.4528301886792453,800000.0
0.375,0.38095238095238093,0.2682291666666667,0.743751291055567,0.0,0.0,0.0,0.7142857142857143,0.29898403483309144,0.0,0.5087719298245614,0.9791459781529295,0.1483579643535701,0.37735849056603776,249950.0
0.875,0.38095238095238093,0.3984375,0.4938029332782483,0.0,0.0,0.0,0.42857142857142855,0.2641509433962264,0.4065573770491803,0.49122807017543857,0.993545183714002,0.09066667307450729,0.6792452830188679,210000.0
0.125,0.5714285714285714,0.4427083333333333,0.17362115265441025,0.4,0.0,0.0,0.42857142857142855,0.4934687953555878,0.0,0.8771929824561403,0.0,0.4996445518604432,0.3018867924528302,1153093.75
0.125,0.0,0.3255208333333333,0.41324106589547616,0.2,0.0,0.0,0.42857142857142855,0.29027576197387517,0.16393442622950818,0.4298245614035088,0.9920556107249255,0.3143633035257647,0.07547169811320754,585000.0
0.625,0.2857142857142857,0.4635416666666667,0.5712662673001446,0.0,0.0,0.0,0.7142857142857143,0.41799709724238027,0.22295081967213115,0.6754385964912281,0.0,0.25245629102494443,0.49056603773584906,615000.0
